"","Tree Number","Site","Seed Zone","Measurement.Year","Date Measured","Tree Height (cm)","Tree Diameter (mm)","Health","Comment","Date Planted","Temp Tree Number","New Tree Number","Year Measured","Elk Browse","Planted Growth Days","Final.Health"
"1194",138,"Swan Creek","WA",2026,2026-04-29,179,43.9,"Alive","PMTU, black seed tips",2020-03-19,383,15,NA,"N",2232,"Alive"
"1195",139,"Swan Creek","OR",2022,2020-03-17,80.5,9.4,"Alive",NA,2020-03-19,139,23,NA,"N",-2,"Alive"
"1196",139,"Swan Creek","OR",2023,2023-04-05,83,10.5,"Alive",NA,2020-03-19,139,23,NA,"N",1112,"Alive"
"1197",139,"Swan Creek","OR",2024,2024-06-07,111,22.7,"Alive",NA,2020-03-19,139,23,2024,"N",1541,"Alive"
"1198",139,"Swan Creek","OR",2025,2025-06-13,148,33.3,"Alive",NA,2020-03-19,139,23,NA,"N",1912,"Alive"
"1199",139,"Swan Creek","OR",2026,2026-04-29,162,39.09,"Alive","PMTU",2020-03-19,139,23,NA,"N",2232,"Alive"
"1200",139,"Swan Creek","WA",2022,2020-03-17,76.6,10.2,"Alive",NA,2020-03-19,384,16,NA,"N",-2,"Alive"
"1201",139,"Swan Creek","WA",2023,2023-04-05,82,14.1,"Alive",NA,2020-03-19,384,16,NA,"N",1112,"Alive"
"1202",139,"Swan Creek","WA",2024,2024-06-07,105,23.6,"Alive",NA,2020-03-19,384,16,2024,"N",1541,"Alive"
"1203",139,"Swan Creek","WA",2025,2025-06-13,154,43.2,"Alive",NA,2020-03-19,384,16,NA,"N",1912,"Alive"
"1204",139,"Swan Creek","WA",2026,2026-04-29,175,46.1,"Alive","PMTU, black seed tips",2020-03-19,384,16,NA,"N",2232,"Alive"
"1205",140,"Swan Creek","OR",2022,2020-03-17,75.5,7.7,"Alive",NA,2020-03-19,140,24,NA,"N",-2,"Alive"
"1206",140,"Swan Creek","OR",2023,2023-04-05,77,11,"Alive",NA,2020-03-19,140,24,NA,"N",1112,"Alive"
"1207",140,"Swan Creek","OR",2024,2024-06-07,112,23.9,"Alive",NA,2020-03-19,140,24,2024,"N",1541,"Alive"
"1208",140,"Swan Creek","OR",2025,2025-06-13,164,36.2,"Alive",NA,2020-03-19,140,24,NA,"N",1912,"Alive"
"1209",140,"Swan Creek","OR",2026,2026-04-29,173,42.54,"Alive","PMTU, epicormic sprouting",2020-03-19,140,24,NA,"N",2232,"Alive"
"1210",140,"Swan Creek","WA",2022,2020-03-17,107.8,10,"Alive",NA,2020-03-19,385,17,NA,"N",-2,"Dead"
"1211",140,"Swan Creek","WA",2023,2023-04-05,111,13.3,"Alive",NA,2020-03-19,385,17,NA,"N",1112,"Dead"
"1212",140,"Swan Creek","WA",2024,2024-06-07,124,27.2,"Alive",NA,2020-03-19,385,17,2024,"N",1541,"Dead"
"1213",140,"Swan Creek","WA",2025,2025-06-13,178,43.8,"Alive","Wound on base/mechanical damage",2020-03-19,385,17,NA,"N",1912,"Dead"
"1214",140,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,385,17,NA,"N",2232,"Dead"
"1215",141,"Swan Creek","OR",2022,2020-03-17,81,11.1,"Alive",NA,2020-03-19,141,25,NA,"N",-2,"Alive"
"1216",141,"Swan Creek","OR",2023,2023-04-05,81,13.8,"Alive",NA,2020-03-19,141,25,NA,"N",1112,"Alive"
"1217",141,"Swan Creek","OR",2024,2024-06-07,146,27,"Alive",NA,2020-03-19,141,25,2024,"N",1541,"Alive"
"1218",141,"Swan Creek","OR",2025,2025-06-13,199,43.2,"Alive",NA,2020-03-19,141,25,NA,"N",1912,"Alive"
"1219",141,"Swan Creek","OR",2026,2026-04-29,208,46.31,"Alive","PMTU, epicormic sprouting",2020-03-19,141,25,NA,"N",2232,"Alive"
"1220",141,"Swan Creek","WA",2022,2020-03-17,100.6,9.5,"Alive",NA,2020-03-19,386,18,NA,"N",-2,"Dead"
"1221",141,"Swan Creek","WA",2023,2023-04-05,141,10.8,"Alive",NA,2020-03-19,386,18,NA,"N",1112,"Dead"
"1222",141,"Swan Creek","WA",2024,2024-06-07,107,30.4,"Alive",NA,2020-03-19,386,18,2024,"N",1541,"Dead"
"1223",141,"Swan Creek","WA",2025,2025-06-13,137,32,"Alive",NA,2020-03-19,386,18,NA,"N",1912,"Dead"
"1224",141,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,386,18,NA,"N",2232,"Dead"
"1225",142,"Swan Creek","OR",2022,2020-03-17,71.5,8.7,"Alive",NA,2020-03-19,142,26,NA,"N",-2,"Dead"
"1226",142,"Swan Creek","OR",2023,2023-04-05,82,14.2,"Alive","2 Leaders",2020-03-19,142,26,NA,"N",1112,"Dead"
"1227",142,"Swan Creek","OR",2024,2024-06-07,89,19.2,"Alive","2 leaders",2020-03-19,142,26,2024,"N",1541,"Dead"
"1228",142,"Swan Creek","OR",2025,2025-06-13,107,30.5,"Alive","Two leads",2020-03-19,142,26,NA,"N",1912,"Dead"
"1229",142,"Swan Creek","OR",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,142,26,NA,"N",2232,"Dead"
"1230",142,"Swan Creek","WA",2022,2020-03-17,93,9.2,"Alive",NA,2020-03-19,387,NA,NA,"N",-2,"Dead"
"1231",142,"Swan Creek","WA",2023,2023-04-05,95,13,"Dead",NA,2020-03-19,387,NA,NA,"N",1112,"Dead"
"1232",142,"Swan Creek","WA",2024,2024-06-07,NA,NA,"Dead",NA,2020-03-19,387,NA,2024,"N",1541,"Dead"
"1233",142,"Swan Creek","WA",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,387,NA,NA,"N",1912,"Dead"
"1234",143,"Swan Creek","OR",2022,2020-03-17,65,6.8,"Alive",NA,2020-03-19,143,NA,NA,"N",-2,"Dead"
"1235",143,"Swan Creek","OR",2023,2023-04-05,81,8.7,"Alive","potential cedar leaf blight on bottom branches",2020-03-19,143,NA,NA,"N",1112,"Dead"
"1236",143,"Swan Creek","OR",2024,2024-06-07,NA,NA,"Dead",NA,2020-03-19,143,NA,2024,"N",1541,"Dead"
"1237",143,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,143,NA,NA,"N",1912,"Dead"
"1238",143,"Swan Creek","WA",2022,2020-03-17,100.8,13.8,"Alive",NA,2020-03-19,388,19,NA,"N",-2,"Alive"
"1239",143,"Swan Creek","WA",2023,2023-04-05,103,14.1,"Alive",NA,2020-03-19,388,19,NA,"N",1112,"Alive"
"1240",143,"Swan Creek","WA",2024,2024-06-07,112,19.3,"Alive",NA,2020-03-19,388,19,2024,"N",1541,"Alive"
"1241",143,"Swan Creek","WA",2025,2025-06-13,169,32.1,"Alive",NA,2020-03-19,388,19,NA,"N",1912,"Alive"
"1242",143,"Swan Creek","WA",2026,2026-04-29,174,35.74,"Alive","scotchbroom",2020-03-19,388,19,NA,"N",2232,"Alive"
"1243",144,"Swan Creek","OR",2022,2020-03-17,65.5,7.5,"Alive",NA,2020-03-19,144,NA,NA,"N",-2,"Alive"
"1244",144,"Swan Creek","OR",2023,2023-04-05,74,13.6,"Alive",NA,2020-03-19,144,NA,NA,"N",1112,"Alive"
"1245",144,"Swan Creek","OR",2024,2024-06-07,78,15.4,"Alive",NA,2020-03-19,144,NA,2024,"N",1541,"Alive"
"1246",144,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Alive",NA,2020-03-19,144,NA,NA,"N",1912,"Alive"
"1247",144,"Swan Creek","WA",2022,2020-03-17,89.8,11.3,"Alive",NA,2020-03-19,389,NA,NA,"N",-2,"Dead"
"1248",144,"Swan Creek","WA",2023,2023-04-05,95,11.7,"Alive",NA,2020-03-19,389,NA,NA,"N",1112,"Dead"
"1249",144,"Swan Creek","WA",2024,2024-06-07,92,13.3,"Dead",NA,2020-03-19,389,NA,2024,"N",1541,"Dead"
"1250",144,"Swan Creek","WA",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,389,NA,NA,"N",1912,"Dead"
"1251",145,"Swan Creek","OR",2022,2020-03-17,87,9,"Alive",NA,2020-03-19,145,32,NA,"N",-2,"Alive"
"1252",145,"Swan Creek","OR",2023,2023-04-05,96,11.3,"Alive",NA,2020-03-19,145,32,NA,"N",1112,"Alive"
"1253",145,"Swan Creek","OR",2024,2024-06-07,118,21.5,"Alive",NA,2020-03-19,145,32,2024,"N",1541,"Alive"
"1254",145,"Swan Creek","OR",2025,2025-06-13,139,37.1,"Alive",NA,2020-03-19,145,32,NA,"N",1912,"Alive"
"1255",145,"Swan Creek","OR",2026,2026-04-29,145,38.84,"Alive","scotchbroom",2020-03-19,145,32,NA,"N",2232,"Alive"
"1256",145,"Swan Creek","WA",2022,2020-03-17,97.4,11.3,"Alive",NA,2020-03-19,390,NA,NA,"N",-2,"Dead"
"1257",145,"Swan Creek","WA",2023,2023-04-05,100,12.9,"Alive",NA,2020-03-19,390,NA,NA,"N",1112,"Dead"
"1258",145,"Swan Creek","WA",2024,2024-06-07,102,17,"Dead",NA,2020-03-19,390,NA,2024,"N",1541,"Dead"
"1259",145,"Swan Creek","WA",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,390,NA,NA,"N",1912,"Dead"
"1260",146,"Swan Creek","OR",2022,2020-03-17,87.5,11.4,"Alive",NA,2020-03-19,146,NA,NA,"N",-2,"Missing"
"1261",146,"Swan Creek","OR",2023,2023-04-05,79,11.7,"Alive","potential cedar leaf blight on bottom braches",2020-03-19,146,NA,NA,"N",1112,"Missing"
"1262",146,"Swan Creek","OR",2024,2024-06-07,NA,NA,"Missing",NA,2020-03-19,146,NA,2024,"N",1541,"Missing"
"1263",146,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Missing",NA,2020-03-19,146,NA,NA,"N",1912,"Missing"
"1264",146,"Swan Creek","WA",2022,2020-03-17,110.4,12.5,"Alive",NA,2020-03-19,391,NA,NA,"N",-2,"Dead"
"1265",146,"Swan Creek","WA",2023,2023-04-05,126,22.7,"Alive",NA,2020-03-19,391,NA,NA,"N",1112,"Dead"
"1266",146,"Swan Creek","WA",2024,2024-06-07,132,24.9,"Dead",NA,2020-03-19,391,NA,2024,"N",1541,"Dead"
"1267",146,"Swan Creek","WA",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,391,NA,NA,"N",1912,"Dead"
"1268",147,"Swan Creek","OR",2022,2020-03-17,84.5,9.3,"Alive",NA,2020-03-19,147,33,NA,"N",-2,"Alive"
"1269",147,"Swan Creek","OR",2023,2023-04-05,85,12.5,"Alive",NA,2020-03-19,147,33,NA,"N",1112,"Alive"
"1270",147,"Swan Creek","OR",2024,2024-06-07,96,19.8,"Alive",NA,2020-03-19,147,33,2024,"N",1541,"Alive"
"1271",147,"Swan Creek","OR",2025,2025-06-13,131,28.2,"Alive","Missing tag",2020-03-19,147,33,NA,"N",1912,"Alive"
"1272",147,"Swan Creek","OR",2026,2026-04-29,136,29.83,"Alive","tag missing",2020-03-19,147,33,NA,"N",2232,"Alive"
"1273",147,"Swan Creek","WA",2022,2020-03-17,91.8,9.7,"Alive",NA,2020-03-19,392,27,NA,"N",-2,"Dead"
"1274",147,"Swan Creek","WA",2023,2023-04-05,94,11.9,"Alive",NA,2020-03-19,392,27,NA,"N",1112,"Dead"
"1275",147,"Swan Creek","WA",2024,2024-06-07,101,18.1,"Alive","Wound at base",2020-03-19,392,27,2024,"N",1541,"Dead"
"1276",147,"Swan Creek","WA",2025,2025-06-13,102,16.4,"Dead","Mechanical damage",2020-03-19,392,27,NA,"N",1912,"Dead"
"1277",147,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,392,27,NA,"N",2232,"Dead"
"1278",148,"Swan Creek","OR",2022,2020-03-17,70,6.3,"Alive",NA,2020-03-19,148,34,NA,"N",-2,"Alive"
"1279",148,"Swan Creek","OR",2023,2023-04-05,75,10.8,"Alive",NA,2020-03-19,148,34,NA,"N",1112,"Alive"
"1280",148,"Swan Creek","OR",2024,2024-06-07,85,16.7,"Alive",NA,2020-03-19,148,34,2024,"N",1541,"Alive"
"1281",148,"Swan Creek","OR",2025,2025-06-13,114,23,"Alive",NA,2020-03-19,148,34,NA,"N",1912,"Alive"
"1282",148,"Swan Creek","OR",2026,2026-04-29,116,25.89,"Alive",NA,2020-03-19,148,34,NA,"N",2232,"Alive"
"1283",148,"Swan Creek","WA",2022,2020-03-17,105.4,12.9,"Alive",NA,2020-03-19,393,28,NA,"N",-2,"Dead"
"1284",148,"Swan Creek","WA",2023,2023-04-05,111,14.7,"Alive",NA,2020-03-19,393,28,NA,"N",1112,"Dead"
"1285",148,"Swan Creek","WA",2024,2024-06-07,125,33.6,"Alive",NA,2020-03-19,393,28,2024,"N",1541,"Dead"
"1286",148,"Swan Creek","WA",2025,2025-06-13,137,42.1,"Alive","Mechanical damage",2020-03-19,393,28,NA,"N",1912,"Dead"
"1287",148,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,393,28,NA,"N",2232,"Dead"
"1288",149,"Swan Creek","OR",2022,2020-03-17,95.5,8.8,"Alive",NA,2020-03-19,149,35,NA,"N",-2,"Dead"
"1289",149,"Swan Creek","OR",2023,2023-04-05,97,12.5,"Alive","potential cedar leaf blight on bottom braches",2020-03-19,149,35,NA,"N",1112,"Dead"
"1290",149,"Swan Creek","OR",2024,2024-06-07,112,25.2,"Alive",NA,2020-03-19,149,35,2024,"N",1541,"Dead"
"1291",149,"Swan Creek","OR",2025,2025-06-13,164,39.5,"Alive",NA,2020-03-19,149,35,NA,"N",1912,"Dead"
"1292",149,"Swan Creek","OR",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,149,35,NA,"N",2232,"Dead"
"1293",149,"Swan Creek","WA",2022,2020-03-17,75,11.5,"Alive",NA,2020-03-19,394,29,NA,"N",-2,"Alive"
"1294",149,"Swan Creek","WA",2023,2023-04-05,80,13.7,"Alive",NA,2020-03-19,394,29,NA,"N",1112,"Alive"
"1295",149,"Swan Creek","WA",2024,2024-06-07,101,36.5,"Alive",NA,2020-03-19,394,29,2024,"N",1541,"Alive"
"1296",149,"Swan Creek","WA",2025,2025-06-13,145,46.1,"Alive",NA,2020-03-19,394,29,NA,"N",1912,"Alive"
"1297",149,"Swan Creek","WA",2026,2026-04-29,145,42.42,"Alive","Dead top, brown leaves w/ green underside",2020-03-19,394,29,NA,"N",2232,"Alive"
"1298",150,"Swan Creek","OR",2022,2020-03-17,91,9.8,"Alive",NA,2020-03-19,150,36,NA,"N",-2,"Dead"
"1299",150,"Swan Creek","OR",2023,2023-04-05,99,14.8,"Alive","potential cedar leaf blight on bottom branches",2020-03-19,150,36,NA,"N",1112,"Dead"
"1300",150,"Swan Creek","OR",2024,2024-06-07,133,36.6,"Alive",NA,2020-03-19,150,36,2024,"N",1541,"Dead"
"1301",150,"Swan Creek","OR",2025,2025-06-13,169,57.5,"Alive","Mechanical damage",2020-03-19,150,36,NA,"N",1912,"Dead"
"1302",150,"Swan Creek","OR",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,150,36,NA,"N",2232,"Dead"
"1303",150,"Swan Creek","WA",2022,2020-03-17,95.4,11.8,"Alive",NA,2020-03-19,395,30,NA,"N",-2,"Alive"
"1304",150,"Swan Creek","WA",2023,2023-04-05,96,19,"Alive",NA,2020-03-19,395,30,NA,"N",1112,"Alive"
"1305",150,"Swan Creek","WA",2024,2024-06-07,186,41.7,"Alive",NA,2020-03-19,395,30,2024,"N",1541,"Alive"
"1306",150,"Swan Creek","WA",2025,2025-06-13,242,60.7,"Alive","Mechanical damage",2020-03-19,395,30,NA,"N",1912,"Alive"
"1307",150,"Swan Creek","WA",2026,2026-04-29,252,61.56,"Alive","couldn't fully straighten top",2020-03-19,395,30,NA,"N",2232,"Alive"
"1308",151,"Swan Creek","OR",2022,2020-03-17,93,10,"Alive",NA,2020-03-19,151,37,NA,"N",-2,"Dead"
"1309",151,"Swan Creek","OR",2023,2023-04-05,91,10.3,"Alive",NA,2020-03-19,151,37,NA,"N",1112,"Dead"
"1310",151,"Swan Creek","OR",2024,2024-06-07,114,23.9,"Alive",NA,2020-03-19,151,37,2024,"N",1541,"Dead"
"1311",151,"Swan Creek","OR",2025,2025-06-13,136,32.1,"Alive",NA,2020-03-19,151,37,NA,"N",1912,"Dead"
"1312",151,"Swan Creek","OR",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,151,37,NA,"N",2232,"Dead"
"1313",151,"Swan Creek","WA",2022,2020-03-17,103,12.9,"Alive",NA,2020-03-19,396,NA,NA,"N",-2,"Alive"
"1314",151,"Swan Creek","WA",2023,2023-04-05,105,13.7,"Alive",NA,2020-03-19,396,NA,NA,"N",1112,"Alive"
"1315",151,"Swan Creek","WA",2024,2024-06-07,103,17.8,"Alive",NA,2020-03-19,396,NA,2024,"N",1541,"Alive"
"1316",151,"Swan Creek","WA",2025,2025-06-13,NA,NA,"Alive",NA,2020-03-19,396,NA,NA,"N",1912,"Alive"
"1317",152,"Swan Creek","OR",2022,2020-03-17,88,11.2,"Alive",NA,2020-03-19,152,38,NA,"N",-2,"Alive"
"1318",152,"Swan Creek","OR",2023,2023-04-05,87,10.3,"Alive",NA,2020-03-19,152,38,NA,"N",1112,"Alive"
"1319",152,"Swan Creek","OR",2024,2024-06-07,109,21,"Alive",NA,2020-03-19,152,38,2024,"N",1541,"Alive"
"1320",152,"Swan Creek","OR",2025,2025-06-13,156,29.6,"Alive",NA,2020-03-19,152,38,NA,"N",1912,"Alive"
"1321",152,"Swan Creek","OR",2026,2026-04-29,165,32.28,"Alive",NA,2020-03-19,152,38,NA,"N",2232,"Alive"
"1322",152,"Swan Creek","WA",2022,2020-03-17,95.4,10.1,"Alive",NA,2020-03-19,397,31,NA,"N",-2,"Alive"
"1323",152,"Swan Creek","WA",2023,2023-04-05,101,14.3,"Alive",NA,2020-03-19,397,31,NA,"N",1112,"Alive"
"1324",152,"Swan Creek","WA",2024,2024-06-07,113,21.5,"Alive",NA,2020-03-19,397,31,2024,"N",1541,"Alive"
"1325",152,"Swan Creek","WA",2025,2025-06-13,136,28.4,"Alive",NA,2020-03-19,397,31,NA,"N",1912,"Alive"
"1326",152,"Swan Creek","WA",2026,2026-04-29,142,29.23,"Alive","black tipped cones, scotchbroom",2020-03-19,397,31,NA,"N",2232,"Alive"
"1327",153,"Swan Creek","OR",2022,2020-03-17,74.5,9.9,"Alive",NA,2020-03-19,153,NA,NA,"N",-2,"Dead"
"1328",153,"Swan Creek","OR",2023,2023-04-05,76,12.1,"Alive",NA,2020-03-19,153,NA,NA,"N",1112,"Dead"
"1329",153,"Swan Creek","OR",2024,2024-06-07,77,9.5,"Dead",NA,2020-03-19,153,NA,2024,"N",1541,"Dead"
"1330",153,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,153,NA,NA,"N",1912,"Dead"
"1331",153,"Swan Creek","WA",2022,2020-03-17,91.8,11.6,"Alive",NA,2020-03-19,398,39,NA,"N",-2,"Dead"
"1332",153,"Swan Creek","WA",2023,2023-04-05,85,9.9,"Alive",NA,2020-03-19,398,39,NA,"N",1112,"Dead"
"1333",153,"Swan Creek","WA",2024,2024-06-07,95,16,"Alive",NA,2020-03-19,398,39,2024,"N",1541,"Dead"
"1334",153,"Swan Creek","WA",2025,2025-06-13,123,25.5,"Alive","No tag/ant hill base",2020-03-19,398,39,NA,"N",1912,"Dead"
"1335",153,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,398,39,NA,"N",2232,"Dead"
"1336",154,"Swan Creek","OR",2022,2020-03-17,97.5,10.6,"Alive",NA,2020-03-19,154,45,NA,"N",-2,"Alive"
"1337",154,"Swan Creek","OR",2023,2023-04-05,98,11.2,"Alive",NA,2020-03-19,154,45,NA,"N",1112,"Alive"
"1338",154,"Swan Creek","OR",2024,2024-06-07,115,14.2,"Alive",NA,2020-03-19,154,45,2024,"N",1541,"Alive"
"1339",154,"Swan Creek","OR",2025,2025-06-13,122,17,"Alive",NA,2020-03-19,154,45,NA,"N",1912,"Alive"
"1340",154,"Swan Creek","OR",2026,2026-04-29,133,22.37,"Alive",NA,2020-03-19,154,45,NA,"N",2232,"Alive"
"1341",154,"Swan Creek","WA",2022,2020-03-17,86,11,"Alive",NA,2020-03-19,399,40,NA,"N",-2,"Dead"
"1342",154,"Swan Creek","WA",2023,2023-04-05,86,10.1,"Alive","few cones",2020-03-19,399,40,NA,"N",1112,"Dead"
"1343",154,"Swan Creek","WA",2024,2024-06-07,94,14,"Alive",NA,2020-03-19,399,40,2024,"N",1541,"Dead"
"1344",154,"Swan Creek","WA",2025,2025-06-13,118,20.4,"Alive",NA,2020-03-19,399,40,NA,"N",1912,"Dead"
"1345",154,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,399,40,NA,"N",2232,"Dead"
"1346",155,"Swan Creek","OR",2022,2020-03-17,80.5,12,"Alive",NA,2020-03-19,155,NA,NA,"N",-2,"Dead"
"1347",155,"Swan Creek","OR",2023,2023-04-05,85,9.5,"Alive",NA,2020-03-19,155,NA,NA,"N",1112,"Dead"
"1348",155,"Swan Creek","OR",2024,2024-06-07,85,12.5,"Dead",NA,2020-03-19,155,NA,2024,"N",1541,"Dead"
"1349",155,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,155,NA,NA,"N",1912,"Dead"
"1350",155,"Swan Creek","WA",2022,2020-03-17,91.8,10.2,"Alive",NA,2020-03-19,400,NA,NA,"N",-2,"Dead"
"1351",155,"Swan Creek","WA",2023,2023-04-05,100,13.6,"Alive","potential cedar leaf blight on bottom braches",2020-03-19,400,NA,NA,"N",1112,"Dead"
"1352",155,"Swan Creek","WA",2024,2024-06-07,103,13.8,"Dead",NA,2020-03-19,400,NA,2024,"N",1541,"Dead"
"1353",155,"Swan Creek","WA",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,400,NA,NA,"N",1912,"Dead"
"1354",156,"Swan Creek","OR",2022,2020-03-17,105,10.1,"Alive",NA,2020-03-19,156,NA,NA,"N",-2,"Dead"
"1355",156,"Swan Creek","OR",2023,2023-04-05,109,11.5,"Alive",NA,2020-03-19,156,NA,NA,"N",1112,"Dead"
"1356",156,"Swan Creek","OR",2024,2024-06-07,110,12.7,"Dead",NA,2020-03-19,156,NA,2024,"N",1541,"Dead"
"1357",156,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,156,NA,NA,"N",1912,"Dead"
"1358",156,"Swan Creek","WA",2022,2020-03-17,76.8,9.6,"Alive","two shoots/tops",2020-03-19,401,NA,NA,"N",-2,"Dead"
"1359",156,"Swan Creek","WA",2023,2023-04-05,81,9.2,"Alive",NA,2020-03-19,401,NA,NA,"N",1112,"Dead"
"1360",156,"Swan Creek","WA",2024,2024-06-07,NA,NA,"Dead",NA,2020-03-19,401,NA,2024,"N",1541,"Dead"
"1361",156,"Swan Creek","WA",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,401,NA,NA,"N",1912,"Dead"
"1362",157,"Swan Creek","OR",2022,2020-03-17,88,9.4,"Alive","two shoots/tops",2020-03-19,157,46,NA,"N",-2,"Alive"
"1363",157,"Swan Creek","OR",2023,2023-04-05,95,10.3,"Alive",NA,2020-03-19,157,46,NA,"N",1112,"Alive"
"1364",157,"Swan Creek","OR",2024,2024-06-07,100,15,"Alive",NA,2020-03-19,157,46,2024,"N",1541,"Alive"
"1365",157,"Swan Creek","OR",2025,2025-06-13,104,15.7,"Alive","Mechanical damage",2020-03-19,157,46,NA,"N",1912,"Alive"
"1366",157,"Swan Creek","OR",2026,2026-04-29,103,17.91,"Alive",NA,2020-03-19,157,46,NA,"N",2232,"Alive"
"1367",157,"Swan Creek","WA",2022,2020-03-17,73,8.3,"Alive",NA,2020-03-19,402,41,NA,"N",-2,"Alive"
"1368",157,"Swan Creek","WA",2023,2023-04-05,84,12.7,"Alive",NA,2020-03-19,402,41,NA,"N",1112,"Alive"
"1369",157,"Swan Creek","WA",2024,2024-06-07,111,16.1,"Alive",NA,2020-03-19,402,41,2024,"N",1541,"Alive"
"1370",157,"Swan Creek","WA",2025,2025-06-13,141,24.4,"Alive",NA,2020-03-19,402,41,NA,"N",1912,"Alive"
"1371",157,"Swan Creek","WA",2026,2026-04-29,142,27.23,"Alive","dying still some green",2020-03-19,402,41,NA,"N",2232,"Alive"
"1372",158,"Swan Creek","OR",2022,2020-03-17,77,8.8,"Alive",NA,2020-03-19,158,NA,NA,"N",-2,"Dead"
"1373",158,"Swan Creek","OR",2023,2023-04-05,86,9.2,"Dead",NA,2020-03-19,158,NA,NA,"N",1112,"Dead"
"1374",158,"Swan Creek","OR",2024,2024-06-07,NA,NA,"Dead",NA,2020-03-19,158,NA,2024,"N",1541,"Dead"
"1375",158,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Dead",NA,2020-03-19,158,NA,NA,"N",1912,"Dead"
"1376",158,"Swan Creek","WA",2022,2020-03-17,83.2,10.8,"Alive",NA,2020-03-19,403,42,NA,"N",-2,"Alive"
"1377",158,"Swan Creek","WA",2023,2023-04-05,89,8.4,"Alive",NA,2020-03-19,403,42,NA,"N",1112,"Alive"
"1378",158,"Swan Creek","WA",2024,2024-06-07,94,10.8,"Alive",NA,2020-03-19,403,42,2024,"N",1541,"Alive"
"1379",158,"Swan Creek","WA",2025,2025-06-13,106,14.4,"Alive","Thinning foliage, sparse branches",2020-03-19,403,42,NA,"N",1912,"Alive"
"1380",158,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Alive",NA,2020-03-19,403,42,NA,"N",2232,"Alive"
"1381",159,"Swan Creek","OR",2022,2020-03-17,98.5,12.5,"Alive",NA,2020-03-19,159,47,NA,"N",-2,"Missing"
"1382",159,"Swan Creek","OR",2023,2023-04-05,99,14.5,"Alive","potential cedar leaf blight on bottom braches",2020-03-19,159,47,NA,"N",1112,"Missing"
"1383",159,"Swan Creek","OR",2024,2024-06-07,109,19.1,"Alive",NA,2020-03-19,159,47,2024,"N",1541,"Missing"
"1384",159,"Swan Creek","OR",2025,2025-06-13,122,24.8,"Alive",NA,2020-03-19,159,47,NA,"N",1912,"Missing"
"1385",159,"Swan Creek","OR",2026,2026-04-29,NA,NA,"Missing",NA,2020-03-19,159,47,NA,"N",2232,"Missing"
"1386",159,"Swan Creek","WA",2022,2020-03-17,94.4,11.4,"Alive",NA,2020-03-19,404,43,NA,"N",-2,"Alive"
"1387",159,"Swan Creek","WA",2023,2023-04-05,101,15.1,"Alive",NA,2020-03-19,404,43,NA,"N",1112,"Alive"
"1388",159,"Swan Creek","WA",2024,2024-06-07,120,24.8,"Alive",NA,2020-03-19,404,43,2024,"N",1541,"Alive"
"1389",159,"Swan Creek","WA",2025,2025-06-13,151,41.5,"Alive","Cones",2020-03-19,404,43,NA,"N",1912,"Alive"
"1390",159,"Swan Creek","WA",2026,2026-04-29,NA,NA,"Alive",NA,2020-03-19,404,43,NA,"N",2232,"Alive"
"1391",160,"Swan Creek","OR",2022,2020-03-17,83.5,9.9,"Alive",NA,2020-03-19,160,48,NA,"N",-2,"Dead"
"1392",160,"Swan Creek","OR",2023,2023-04-05,89,9.6,"Alive",NA,2020-03-19,160,48,NA,"N",1112,"Dead"
"1393",160,"Swan Creek","OR",2024,2024-06-07,94,11.7,"Alive",NA,2020-03-19,160,48,2024,"N",1541,"Dead"
"1394",160,"Swan Creek","OR",2025,2025-06-13,NA,NA,"Dead","Missing/presumed dead",2020-03-19,160,48,NA,"N",1912,"Dead"
"1395",160,"Swan Creek","OR",2026,2026-04-29,NA,NA,"Dead",NA,2020-03-19,160,48,NA,"N",2232,"Dead"
